article_id,entity,sentence,label,confidence
18,Gaza,"Speaking to Reuters from Malta, Thunberg said she was part of the group that was supposed to board the boat and “continue the voyage towards Gaza, which is one of many attempts to open up a humanitarian corridor and to do our part to keep trying to break Israel’s illegal siege on Gaza,” adding that “for two months now, not a single bottle of water has entered Gaza, and it’s a systematic starvation of 2 million people.”",Humanitarian,0.8640250563621521
18,Wright,"“What is certain is that we human rights activists will continue to do everything in our power to do our part.”
    

            Speaking to CNN from Malta, Wright said activists “were ready to get on the boat.",Political,0.76259446144104
18,The Freedom Flotilla Coalition,"The Freedom Flotilla Coalition describes itself on its website as an international network of pro-Palestinian activists working to end Israel’s blockade of Gaza and deliver humanitarian aid to the besieged enclave by taking direct, non-violent action.",Humanitarian,0.8058450222015381
18,Gaza,"Related article
Israeli military boards Gaza-bound aid ships


            Gaza has been under Israeli military siege since the October 7, 2023, Hamas deadly attacks on Israel.",Political,0.7591944932937622
18,Gaza,"Related article
Israeli military boards Gaza-bound aid ships


            Gaza has been under Israeli military siege since the October 7, 2023, Hamas deadly attacks on Israel.",Political,0.7591944932937622
18,Israel,"Related article
Israeli military boards Gaza-bound aid ships


            Gaza has been under Israeli military siege since the October 7, 2023, Hamas deadly attacks on Israel.",Military,0.8899490833282471
18,Israel,"Israel imposed a full humanitarian blockade of Gaza on March 2, cutting off food, medical supplies, and other aid to the more than 2 million Palestinians who live in the territory.",Political,0.7297266721725464
18,Gaza,"Israel imposed a full humanitarian blockade of Gaza on March 2, cutting off food, medical supplies, and other aid to the more than 2 million Palestinians who live in the territory.",Humanitarian,0.8445852994918823
18,Gaza,"Israel imposed a full humanitarian blockade of Gaza on March 2, cutting off food, medical supplies, and other aid to the more than 2 million Palestinians who live in the territory.",Political,0.7297266721725464
18,the Occupied Palestinian Territories,"Francesca Albanese, the United Nations Special Rapporteur for the Occupied Palestinian Territories, said on X that she “received a distressed call from the people of the Freedom Flotilla that is carrying essential food and medicine to the starving Gaza population.”",Humanitarian,0.7203889489173889
18,Gaza,"Francesca Albanese, the United Nations Special Rapporteur for the Occupied Palestinian Territories, said on X that she “received a distressed call from the people of the Freedom Flotilla that is carrying essential food and medicine to the starving Gaza population.”",Humanitarian,0.7203889489173889
18,Israel,"The group pointed the finger of blame at Israel, without providing evidence.",Political,0.8781840205192566
18,An Israeli Air Force C-130 Hercules,"An Israeli Air Force C-130 Hercules was picked up leaving Israel early Thursday afternoon and flying to Malta, according to flight-tracking website ADS-B Exchange.",Military,0.7442436218261719
18,Israel,"An Israeli Air Force C-130 Hercules was picked up leaving Israel early Thursday afternoon and flying to Malta, according to flight-tracking website ADS-B Exchange.",Military,0.7442436218261719
18,Trevor Ball,"Trevor Ball, a former US Army senior explosive ordnance disposal team member, told CNN that the photos are consistent with two smaller blast munitions being used.",Military,0.7316429615020752
18,US Army,"Trevor Ball, a former US Army senior explosive ordnance disposal team member, told CNN that the photos are consistent with two smaller blast munitions being used.",Military,0.7316429615020752
18,CNN,CNN Sans ™ & © 2016 Cable News Network.,Neutral,0.8736751079559326
19,Gaza,"NGO says Malta blocking access to Gaza-bound aid ship hit by drones
By Christopher Scicluna
May 4, 2025 5:24 PM GMT+5:30 Updated 7 days ago

Item 1 of 5 The damaged Gaza Freedom Flotilla vessel ""Conscience"" is anchored at sea outside Maltese territorial waters, after it was bombed by drones while carrying humanitarian aid to Gaza, May 3, 2025.",Humanitarian,0.9337661266326904
19,Gaza,"NGO says Malta blocking access to Gaza-bound aid ship hit by drones
By Christopher Scicluna
May 4, 2025 5:24 PM GMT+5:30 Updated 7 days ago

Item 1 of 5 The damaged Gaza Freedom Flotilla vessel ""Conscience"" is anchored at sea outside Maltese territorial waters, after it was bombed by drones while carrying humanitarian aid to Gaza, May 3, 2025.",Humanitarian,0.9337661266326904
19,Freedom Flotilla,"NGO says Malta blocking access to Gaza-bound aid ship hit by drones
By Christopher Scicluna
May 4, 2025 5:24 PM GMT+5:30 Updated 7 days ago

Item 1 of 5 The damaged Gaza Freedom Flotilla vessel ""Conscience"" is anchored at sea outside Maltese territorial waters, after it was bombed by drones while carrying humanitarian aid to Gaza, May 3, 2025.",Humanitarian,0.9337661266326904
19,Gaza,"NGO says Malta blocking access to Gaza-bound aid ship hit by drones
By Christopher Scicluna
May 4, 2025 5:24 PM GMT+5:30 Updated 7 days ago

Item 1 of 5 The damaged Gaza Freedom Flotilla vessel ""Conscience"" is anchored at sea outside Maltese territorial waters, after it was bombed by drones while carrying humanitarian aid to Gaza, May 3, 2025.",Humanitarian,0.9337661266326904
19,REUTERS/Darrin Zammit Lupi,"REUTERS/Darrin Zammit Lupi
[1/5]The damaged Gaza Freedom Flotilla vessel ""Conscience"" is anchored at sea outside Maltese territorial waters, after it was bombed by drones while carrying humanitarian aid to Gaza, May 3, 2025.",Humanitarian,0.9907212853431702
19,Gaza,"REUTERS/Darrin Zammit Lupi
[1/5]The damaged Gaza Freedom Flotilla vessel ""Conscience"" is anchored at sea outside Maltese territorial waters, after it was bombed by drones while carrying humanitarian aid to Gaza, May 3, 2025.",Humanitarian,0.9907212853431702
19,Freedom Flotilla,"REUTERS/Darrin Zammit Lupi
[1/5]The damaged Gaza Freedom Flotilla vessel ""Conscience"" is anchored at sea outside Maltese territorial waters, after it was bombed by drones while carrying humanitarian aid to Gaza, May 3, 2025.",Humanitarian,0.9907212853431702
19,Gaza,"REUTERS/Darrin Zammit Lupi
[1/5]The damaged Gaza Freedom Flotilla vessel ""Conscience"" is anchored at sea outside Maltese territorial waters, after it was bombed by drones while carrying humanitarian aid to Gaza, May 3, 2025.",Humanitarian,0.9907212853431702
19,Gaza,"An international NGO accused Malta on Sunday of impeding access to a Gaza-bound humanitarian aid ship which it says was bombed by two drones two days before, and Malta denied the claim, saying the crew had refused assistance.",Humanitarian,0.9116862416267396
19,Gaza,It had been waiting to take on board some 30 peace activists from around the world before trying to sail to Gaza at the eastern end of the Mediterranean to deliver food and medicines.,Humanitarian,0.9462454319000244
19,Conscience,"""The humanitarian ship Conscience has been blocked in international waters since it was attacked by two drones in the early morning of May 2,"" the coalition said in a statement.",Humanitarian,0.9246776700019836
19,Malta,"Prime Minister Robert Abela said Malta was continuing to offer assistance to the ship, but that Malta's security needed to be safeguarded.",Security,0.9925122261047364
19,Malta,"Prime Minister Robert Abela said Malta was continuing to offer assistance to the ship, but that Malta's security needed to be safeguarded.",Security,0.9925122261047364
19,Malta,Malta has had a consistent policy of supporting Palestinian causes and last month admitted a number of injured Gaza children for medical treatment.,Humanitarian,0.9731308221817015
19,Hamas,"Hamas issued a statement about the incident off Malta, accusing Israel of ""piracy"" and ""state terrorism"".",Political,0.8824065327644348
20,Freedom Flotilla Coalition,"Freedom Flotilla Coalition claims Israel to blame for attack on unarmed civilian vessel in international waters
A ship carrying humanitarian aid and activists to Gaza has been bombed by drones and disabled while in international waters off Malta as it headed towards the Palestinian territory, its organisers have said.",Political,0.740382969379425
20,Israel,"The group said activists from 21 countries were onboard on a “mission to challenge Israel’s illegal and deadly siege of Gaza and to deliver desperately needed, life-saving aid”.",Political,0.7064225077629089
20,Gaza,"The group said activists from 21 countries were onboard on a “mission to challenge Israel’s illegal and deadly siege of Gaza and to deliver desperately needed, life-saving aid”.",Political,0.7064225077629089
20,Gaza,"“I was part of the group who was supposed to board that boat today to continue the voyage towards Gaza, which is one of many attempts to open up a humanitarian corridor and to do our part to keep trying to break Israel’s illegal siege on Gaza,” she said.",Humanitarian,0.9250584840774536
20,Gaza,"“I was part of the group who was supposed to board that boat today to continue the voyage towards Gaza, which is one of many attempts to open up a humanitarian corridor and to do our part to keep trying to break Israel’s illegal siege on Gaza,” she said.",Humanitarian,0.9250584840774536
20,Israel,"Israel imposed a tight blockade on Gaza two months ago, allowing no food, fuel, medicine or other item into the territory, and resumed intense military operations in Gaza in mid-March after a fragile ceasefire collapsed.",Military,0.797488808631897
20,Israel,"Israel imposed a tight blockade on Gaza two months ago, allowing no food, fuel, medicine or other item into the territory, and resumed intense military operations in Gaza in mid-March after a fragile ceasefire collapsed.",Political,0.7261517643928528
20,Gaza,"Israel imposed a tight blockade on Gaza two months ago, allowing no food, fuel, medicine or other item into the territory, and resumed intense military operations in Gaza in mid-March after a fragile ceasefire collapsed.",Political,0.7261517643928528
20,Gaza,"Israel imposed a tight blockade on Gaza two months ago, allowing no food, fuel, medicine or other item into the territory, and resumed intense military operations in Gaza in mid-March after a fragile ceasefire collapsed.",Political,0.7261517643928528
20,Gaza,Humanitarian organisations in Gaza have distributed the last of their stocks of flour and other foodstuffs.,Humanitarian,0.9649372100830078
20,the International Committee of the Red Cross,"On Friday, the International Committee of the Red Cross said it would not have access to food, medicine and life-saving supplies needed for many of its Gaza programmes unless aid deliveries resumed immediately.",Humanitarian,0.9336914420127868
20,Gaza,"On Friday, the International Committee of the Red Cross said it would not have access to food, medicine and life-saving supplies needed for many of its Gaza programmes unless aid deliveries resumed immediately.",Humanitarian,0.9336914420127868
20,Gaza,"“Without immediate action, Gaza will descend further into chaos that humanitarian efforts will not be able to mitigate.”
Medical workers in Gaza’s remaining health facilities said they were now prioritising cases to make sure available medical stocks were reserved for the most serious.",Humanitarian,0.7853685617446899
20,Gaza,"“Without immediate action, Gaza will descend further into chaos that humanitarian efforts will not be able to mitigate.”
Medical workers in Gaza’s remaining health facilities said they were now prioritising cases to make sure available medical stocks were reserved for the most serious.",Humanitarian,0.7853685617446899
20,UN,A UN team has been sent to the devastated Palestinian territory to assess levels of malnutrition and the risk of famine.,Humanitarian,0.9000714421272278
20,Gaza,Humanitarian officials in Gaza say the plan is unworkable and potentially illegal.,Humanitarian,0.7597509622573853
21,the Gaza Strip,"A vessel transporting humanitarian aid to the Gaza Strip claimed it was targeted by a drone strike off the coast of Malta and issued an SOS signal, according to the Freedom Flotilla Coalition (FFC) in a social media post on Friday.",Humanitarian,0.9452911019325256
21,SOS,"A vessel transporting humanitarian aid to the Gaza Strip claimed it was targeted by a drone strike off the coast of Malta and issued an SOS signal, according to the Freedom Flotilla Coalition (FFC) in a social media post on Friday.",Humanitarian,0.9452911019325256
21,the Freedom Flotilla Coalition,"A vessel transporting humanitarian aid to the Gaza Strip claimed it was targeted by a drone strike off the coast of Malta and issued an SOS signal, according to the Freedom Flotilla Coalition (FFC) in a social media post on Friday.",Humanitarian,0.9452911019325256
21,FFC,"A vessel transporting humanitarian aid to the Gaza Strip claimed it was targeted by a drone strike off the coast of Malta and issued an SOS signal, according to the Freedom Flotilla Coalition (FFC) in a social media post on Friday.",Humanitarian,0.9452911019325256
22,Gaza,A ship carrying humanitarian aid to Gaza was struck by an Israeli drone overnight - a reality all too familiar to the organisers of the mission.,Humanitarian,0.989221453666687
22,FFC,"FFC says its goal is to break Israel’s 18-year land, sea and air blockade of the Gaza Strip, which has deprived Palestinians of their rights to health, safety and freedom of movement.",Political,0.7973092794418335
22,the Gaza Strip,"FFC says its goal is to break Israel’s 18-year land, sea and air blockade of the Gaza Strip, which has deprived Palestinians of their rights to health, safety and freedom of movement.",Political,0.7973092794418335
22,IHH Humanitarian Relief Foundation,The Mavi Marmara mission had been organised by the Free Gaza Movement and Turkey's IHH Humanitarian Relief Foundation.,Humanitarian,0.960921347141266
22,Israel,Organisers said that Israel had sabotaged two of the ships set to depart from Turkey and Greece.,Political,0.8194894790649414
22,Dignite al-Karama,"The only aid ship that managed to get near Gaza, the French vessel Dignite al-Karama, was intercepted by Israeli authorities.",Humanitarian,0.9264467358589172
22,the Women’s Boat,"The following year, the FFC organised the Women’s Boat to Gaza, a single ship with an entirely female crew.",Humanitarian,0.9634021520614624
22,Handala,"In 2023 and 2024, the ship Handala, which is focused on the children of Gaza, set sail to several destinations in Europe to educate people about Israel’s siege and war on Gaza.",Humanitarian,0.9070733189582824
23,Freedom Flotilla,"Conscience, a Freedom Flotilla aid ship aiming to break Israel’s two-month siege on Gaza, was struck by drones off the coast of Malta in the early hours of Friday.",Humanitarian,0.9136179685592652
23,Malta,"“Right here, we are in Malta dealing with a brutal attack on an innocent ship, a ship that was anchored or outside of territorial waters, waiting for us, the activists to come on board so that we could then head toward Gaza to say to the world, ‘Here are some citizens who are willing to take action where our government has failed to act.’",Political,0.8104729652404785
23,Gaza,"“Right here, we are in Malta dealing with a brutal attack on an innocent ship, a ship that was anchored or outside of territorial waters, waiting for us, the activists to come on board so that we could then head toward Gaza to say to the world, ‘Here are some citizens who are willing to take action where our government has failed to act.’",Political,0.8104729652404785
23,the European Commission,"Last month, the European Commission agreed to levy tariffs of up to 25 percent on cigarettes from Florida, beef from Kansas and Nebraska, chicken from Louisiana, car parts from Michigan, and most importantly, soybeans—of which the European Union bought $2.43 billion’s worth in 2024.",Political,0.7786349058151245
23,the European Union,"Last month, the European Commission agreed to levy tariffs of up to 25 percent on cigarettes from Florida, beef from Kansas and Nebraska, chicken from Louisiana, car parts from Michigan, and most importantly, soybeans—of which the European Union bought $2.43 billion’s worth in 2024.",Political,0.7786349058151245
23,Trump,"After Trump floated eliminating FEMA altogether, the agency stopped paying for temporary housing for more than 1,200 families displaced by Hurricane Helene in North Carolina.",Political,0.948965549468994
23,FEMA,"After Trump floated eliminating FEMA altogether, the agency stopped paying for temporary housing for more than 1,200 families displaced by Hurricane Helene in North Carolina.",Political,0.948965549468994
23,CBS,CBS’s flagship news magazine show 60 Minutes is upping the ante in its fight against Donald Trump.,Political,0.92180597782135
23,Trump,"“On the campaign trail, President Trump vowed to wield the power of the presidency to go after his perceived enemies,” the listing reads.",Political,0.9150838851928712
23,the White House,"“Now in the White House, Trump is using executive orders to target some of the biggest law firms in the country that he accuses of ‘weaponizing’ the justice system against him.”",Political,0.8907872438430786
23,Trump,"“Now in the White House, Trump is using executive orders to target some of the biggest law firms in the country that he accuses of ‘weaponizing’ the justice system against him.”",Political,0.8907872438430786
23,Trump,"Trump sued CBS for $20 billion after the interview, claiming that the different clips amounted to “election interference” and that Harris should drop out of the presidential race over the GOP-baked scandal.",Political,0.9856230020523072
23,CBS,"Trump sued CBS for $20 billion after the interview, claiming that the different clips amounted to “election interference” and that Harris should drop out of the presidential race over the GOP-baked scandal.",Political,0.9856230020523072
23,GOP,"Trump sued CBS for $20 billion after the interview, claiming that the different clips amounted to “election interference” and that Harris should drop out of the presidential race over the GOP-baked scandal.",Political,0.9856230020523072
23,CBS,But that’s just the tip of the iceberg: Trump and his allies have also insisted that CBS should lose its broadcasting license for what they view as selectively editing Harris’s answer.,Political,0.9703972935676576
23,The New York Times,"And on Wednesday, the president attempted to rope The New York Times into the affair, protesting online that the newspaper’s decision to quote individuals who described the case as “baseless” is tantamount to “tortious interference.”",Political,0.8949176073074341
24,Israel,"Israel says the blockade is an attempt to pressure the Palestinian militant group to release hostages it took during the Oct. 7, 2023, attack that triggered the conflict.",Political,0.8972787857055664
24,Israel,Israel’s bombardment and ground operations have destroyed vast areas of the territory and left most of its population homeless.,Military,0.7601739168167114
24,Gaza,The attack happened as aid groups have warned that the humanitarian response in Gaza is on the verge of collapse.,Humanitarian,0.9654926061630248
24,The International Committee of the Red Cross,"The International Committee of the Red Cross said Friday that it will not have access to food, medicine and life-saving supplies needed for many of its Gaza programs if aid deliveries don’t resume immediately.",Humanitarian,0.8929901123046875
24,Gaza,"The International Committee of the Red Cross said Friday that it will not have access to food, medicine and life-saving supplies needed for many of its Gaza programs if aid deliveries don’t resume immediately.",Humanitarian,0.8929901123046875
24,Gaza,"“Without immediate action, Gaza will descend further into chaos that humanitarian efforts will not be able to mitigate.”",Humanitarian,0.9286266565322876
25,Gaza,"A vessel set to deliver humanitarian aid to Gaza has been struck by drones in international waters near Malta, according to the group behind the mission.",Humanitarian,0.9696924686431884
25,The Freedom Flotilla Coalition,"The Freedom Flotilla Coalition, which organised the shipment, accused Israel of carrying out the attack.",Political,0.7144249081611633
25,Gaza,"The attack comes amid a worsening humanitarian crisis in Gaza, which has been under a full blockade since March, with Israel halting all imports, including food and medicine.",Humanitarian,0.8500894904136658
25,Israel,Israel says the blockade is intended to pressure Hamas to release the hostages it is still holding since its 7 October 2023 incursion into southern Israel.,Political,0.7936298847198486
25,Israel,Israel says the blockade is intended to pressure Hamas to release the hostages it is still holding since its 7 October 2023 incursion into southern Israel.,Political,0.7936298847198486
25,The International Committee of the Red Cross,The International Committee of the Red Cross warned on Friday that its humanitarian operations could collapse without the immediate resumption of aid deliveries.,Humanitarian,0.9636890292167664
25,Gaza,"""Without immediate action, Gaza will descend further into chaos that humanitarian efforts will not be able to mitigate,"" the group added.",Humanitarian,0.8141798377037048
26,Gaza Strip,Social media has erupted in anger after Israeli drones struck a ship with 30 rights activists and humanitarian aid headed for the besieged Gaza Strip.,Political,0.7372103929519653
26,FFC,"Friday's attack appeared to target the ship’s generator, causing a fire and power outage on the ship while it was in international waters near Malta, according to the Freedom Flotilla Coalition (FFC), a coalition of nonviolent activists campaigning to end the Israeli siege on Gaza, which organised the mission.",Political,0.7955902814865112
26,Conscience,"Israel's attack on the ship, the Conscience, sparked fierce condemnation online, as well as calls on international leaders to take action.",Political,0.7795990705490112
26,Gaza,"Since Israel halted all humanitarian aid into Gaza in early March, at least 95 percent of UN and international aid agencies have halted distributions after their warehouses ran dry, leaving the majority of Palestinians in Gaza food insecure and facing starvation.",Humanitarian,0.8218317627906799
26,UN,"Since Israel halted all humanitarian aid into Gaza in early March, at least 95 percent of UN and international aid agencies have halted distributions after their warehouses ran dry, leaving the majority of Palestinians in Gaza food insecure and facing starvation.",Humanitarian,0.8218317627906799
26,Gaza,"Since Israel halted all humanitarian aid into Gaza in early March, at least 95 percent of UN and international aid agencies have halted distributions after their warehouses ran dry, leaving the majority of Palestinians in Gaza food insecure and facing starvation.",Humanitarian,0.8218317627906799
26,Sabreena Ghaffar-Siddiqui,"Sabreena Ghaffar-Siddiqui, a scholar and activist, posted: “Let this serve as a lesson that any peaceful action against Israel will always be met with the same aggression that any violent resistance to its oppression is met with,” adding that the strike was “as much a war crime” as Israel’s 18-month assault on the Gaza Strip.",Political,0.7022429704666138
26,Israel,"Others recalled Israel’s attack on a 2010 Freedom Flotilla mission organised by the Free Gaza Movement, the Turkish Foundation for Human Rights and Freedoms, and Humanitarian Relief Foundation, in which soldiers boarded the Mavi Marmara and killed 10 activists.",Military,0.7370553612709045
26,Freedom Flotilla,"“I have not forgotten how the first Freedom Flotilla in 2010 ended with israel killing activists onboard the Mavi Marmara,” said one user.",Political,0.7371898293495178
27,Malta,Malta offers to repair Gaza blockade-busting ship after alleged drone strike.,Humanitarian,0.9517434239387512
27,Robert Abela,"Prime Minister Robert Abela says Freedom Flotilla Coalition must first allow maritime surveyor on board to assess damage to ‘Conscience,’ which will be sent on its way after fixes.",Political,0.9089075326919556
27,VALLETTA,"VALLETTA, Malta — Malta offered on Sunday to repair an aid ship and send it on its way to Gaza after pro-Palestinian, anti-Israel activists said the vessel had been hit by a drone strike.",Humanitarian,0.9275250434875488
27,VALLETTA,"VALLETTA, Malta — Malta offered on Sunday to repair an aid ship and send it on its way to Gaza after pro-Palestinian, anti-Israel activists said the vessel had been hit by a drone strike.",Political,0.8790934681892395
27,Malta,"VALLETTA, Malta — Malta offered on Sunday to repair an aid ship and send it on its way to Gaza after pro-Palestinian, anti-Israel activists said the vessel had been hit by a drone strike.",Humanitarian,0.9275250434875488
27,Malta,"VALLETTA, Malta — Malta offered on Sunday to repair an aid ship and send it on its way to Gaza after pro-Palestinian, anti-Israel activists said the vessel had been hit by a drone strike.",Political,0.8790934681892395
27,Malta,"VALLETTA, Malta — Malta offered on Sunday to repair an aid ship and send it on its way to Gaza after pro-Palestinian, anti-Israel activists said the vessel had been hit by a drone strike.",Humanitarian,0.9275250434875488
27,Malta,"VALLETTA, Malta — Malta offered on Sunday to repair an aid ship and send it on its way to Gaza after pro-Palestinian, anti-Israel activists said the vessel had been hit by a drone strike.",Political,0.8790934681892395
27,Robert Abela,But Prime Minister Robert Abela said the Freedom Flotilla Coalition must first allow a maritime surveyor on board to inspect the “Conscience” and determine what repairs are needed.,Political,0.8834244608879089
27,Israel,"The activists had pointed the finger at Israel, which has blockaded the Gaza Strip throughout its military campaign against the Hamas terror group, for the attack.",Political,0.8002912402153015
27,Israel,"Israel says the goal of its blockade is to pressure Hamas to free the remaining hostages of the 251 taken by Hamas-led terrorists during the October 7, 2023, attack on Israel, in which invaders killed some 1,200 people and started the war.",Political,0.9074667096138
27,Israel,"Israel says the goal of its blockade is to pressure Hamas to free the remaining hostages of the 251 taken by Hamas-led terrorists during the October 7, 2023, attack on Israel, in which invaders killed some 1,200 people and started the war.",Political,0.9074667096138
27,Greta Thunberg,"In an online press conference, members of the coalition who had been due to board the Conscience in Malta — including Swedish activist Greta Thunberg — said they had agreed to allow the inspection.",Political,0.8706513047218323
27,FFC,"“When we received this offer from the Maltese government, we consulted with all of our Flotilla Coalition committee members who are on board,” said Brazilian FFC volunteer Thiago Avila.",Political,0.7856811881065369
27,Conscience,“As long as they can guarantee… Conscience will not be stopped when it wants to leave on the humanitarian mission to take aid to Gaza.”,Humanitarian,0.9835898280143738
27,Gaza,“As long as they can guarantee… Conscience will not be stopped when it wants to leave on the humanitarian mission to take aid to Gaza.”,Humanitarian,0.9835898280143738
27,Codepink,"As a result, authorities in Malta, Greece and Turkey warned that they would seize the ship if it came to port, an activist with anti-war group Codepink told the Associated Press on Saturday.",Political,0.7620056867599487
27,CNN,"First reported by CNN, a flight-tracking service showed that an Israeli C-130 military cargo plane had been in the area immediately before the incident and had made several low-altitude sweeps over the area.",Military,0.8755190372467041
27,Gaza,It had been waiting to take on board some 30 activists from around the world before trying to sail to Gaza at the eastern end of the Mediterranean to deliver food and medicines.,Humanitarian,0.9060075879096984
28,The Freedom Flotilla Coalition,The Freedom Flotilla Coalition said one of its ships was hit by drone strikes in international waters while transporting aid for Gaza.,Humanitarian,0.8986112475395203
28,Gaza,"A ship carrying humanitarian aid to Gaza was attacked from the air near Malta, causing fire onboard, the Freedom Flotilla Coalition said on Friday.",Humanitarian,0.9871740341186525
28,the Freedom Flotilla Coalition,"A ship carrying humanitarian aid to Gaza was attacked from the air near Malta, causing fire onboard, the Freedom Flotilla Coalition said on Friday.",Humanitarian,0.9871740341186525
28,Israel,"Israel is ""the primary entity interested in keeping us and any aid out of Gaza,"" said spokesperson Hay Sha Wiya.",Security,0.961775839328766
28,The Freedom Flotilla,"The Freedom Flotilla called for ""Israeli ambassadors"" to be summoned and answer for the ongoing Gaza blockade ""and the bombing of our civilian vessel in international waters.",Political,0.8285031318664551
28,Gaza,"The Freedom Flotilla called for ""Israeli ambassadors"" to be summoned and answer for the ongoing Gaza blockade ""and the bombing of our civilian vessel in international waters.",Political,0.8285031318664551
28,Gaza,"""I was part of the group who was supposed to board that boat today to continue the voyage towards Gaza, which is one of many attempts to open up a humanitarian corridor and to do our part to keep trying to break Israel's illegal siege on Gaza,"" Thunberg told Reuters.",Humanitarian,0.9389832615852356
28,Gaza,"""I was part of the group who was supposed to board that boat today to continue the voyage towards Gaza, which is one of many attempts to open up a humanitarian corridor and to do our part to keep trying to break Israel's illegal siege on Gaza,"" Thunberg told Reuters.",Humanitarian,0.9389832615852356
28,UN,"To view this video please enable JavaScript, and consider upgrading to a web browser that supports HTML5 video
Speaking to reporters in Geneva via video link from Gaza City, UN humanitarian spokesperson Olga Cherevko said community kitchens were shutting down and more people were going hungry.",Humanitarian,0.9461916089057922
28,Olga Cherevko,"To view this video please enable JavaScript, and consider upgrading to a web browser that supports HTML5 video
Speaking to reporters in Geneva via video link from Gaza City, UN humanitarian spokesperson Olga Cherevko said community kitchens were shutting down and more people were going hungry.",Humanitarian,0.9461916089057922
28,the International Committee of the Red Cross,"""
At the same time, the International Committee of the Red Cross called ""immediate action.""
""The humanitarian response in Gaza is on the verge of total collapse,"" they said.",Humanitarian,0.9339287281036376
28,Gaza,"""
At the same time, the International Committee of the Red Cross called ""immediate action.""
""The humanitarian response in Gaza is on the verge of total collapse,"" they said.",Humanitarian,0.9339287281036376
29,the Red Cross,"Meanwhile, the Red Cross warned that “after two months of total blockage of humanitarian aid, the situation in Gaza is on the verge of total collapse.”",Humanitarian,0.923064947128296
29,ICRC,"According to the ICRC, supplies of food and medical equipment at its field hospital in Gaza are running out, with some items completely depleted.",Humanitarian,0.8305334448814392
29,Gaza,"According to the ICRC, supplies of food and medical equipment at its field hospital in Gaza are running out, with some items completely depleted.",Humanitarian,0.8305334448814392
30,Israel,"These were the updates on Israel’s war on Gaza and attacks on the occupied West Bank for Friday, May 2.",Military,0.7462208867073059
30,UN,You can find here our key takeaways from the ICJ’s hearings into what Israel’s obligations are regarding allowing UN agencies and other relief groups to work in the Palestinian territory it occupies.,Humanitarian,0.7928767800331116
30,The University of Haifa,"Here’s a recap of the day’s major developments:
The University of Haifa has suspended its campus chapter of Standing Together, a left-wing activist group, following a silent protest against the ongoing war in Gaza.",Political,0.966223418712616
30,Standing Together,"Here’s a recap of the day’s major developments:
The University of Haifa has suspended its campus chapter of Standing Together, a left-wing activist group, following a silent protest against the ongoing war in Gaza.",Political,0.966223418712616
30,Gaza,"Here’s a recap of the day’s major developments:
The University of Haifa has suspended its campus chapter of Standing Together, a left-wing activist group, following a silent protest against the ongoing war in Gaza.",Political,0.966223418712616
30,Gaza,"The demonstration, held on April 23, involved more than a dozen students sitting silently in a campus building for 10 minutes, holding photos of Palestinian children killed in Gaza.",Political,0.9394124150276184
30,Alon-Lee Green,"Alon-Lee Green, co-director of Standing Together, criticised the university’s decision, stating it challenges due process and freedom of expression, according to media reports.",Political,0.803279459476471
30,Standing Together,"Alon-Lee Green, co-director of Standing Together, criticised the university’s decision, stating it challenges due process and freedom of expression, according to media reports.",Political,0.803279459476471
30,Helal,"In a statement, the Arab League said Helal emphasised Israel’s obligation as the occupying power under international law are to ensure that it does not obstruct the work of the UN and other states engaged in humanitarian and relief efforts.",Humanitarian,0.826835572719574
30,UN,"In a statement, the Arab League said Helal emphasised Israel’s obligation as the occupying power under international law are to ensure that it does not obstruct the work of the UN and other states engaged in humanitarian and relief efforts.",Humanitarian,0.826835572719574
30,Israel,Israel’s military said its air force intercepted a “UAV that was launched from the east”.,Military,0.8816371560096741
31,Freedom Flotilla,“Freedom Flotilla” attacked by drone in international waters on its way to deliver aid amid Gaza blockade.,Humanitarian,0.9767663478851318
31,FFC,"A Freedom Flotilla Coalition (FFC) ship called The Conscience, which was carrying aid to the besieged Gaza strip, was hit by drones in the international waters of the Mediterranean sea in the early hours of Friday, May 2.",Humanitarian,0.7823214530944824
31,Colombia,"Meanwhile, the President of Colombia, Gustavo Petro, urged the Maltese and Italian authorities to “give maximum attention and support” to two Colombian citizens on board The Conscience, which is currently off their coasts.",Political,0.8443754315376282
31,Gustavo Petro,"Meanwhile, the President of Colombia, Gustavo Petro, urged the Maltese and Italian authorities to “give maximum attention and support” to two Colombian citizens on board The Conscience, which is currently off their coasts.",Political,0.8443754315376282
32,Israel,The activists claimed Israel was responsible.,Political,0.8894422054290771
32,Conscience,"The attack on the Conscience, a vessel operated by pro-Palestinian activists and part of the so-called Freedom Flotilla Coalition, came on the same day that a week of hearings on Israel's blockade of humanitarian aid to the Gaza Strip ended at the International Court of Justice.",Political,0.8719721436500549
32,Freedom Flotilla Coalition,"The attack on the Conscience, a vessel operated by pro-Palestinian activists and part of the so-called Freedom Flotilla Coalition, came on the same day that a week of hearings on Israel's blockade of humanitarian aid to the Gaza Strip ended at the International Court of Justice.",Political,0.8719721436500549
32,the Gaza Strip,"Over the past week, nation after nation — though not the United States — spoke out against Israel's actions in the Gaza Strip and the West Bank.",Political,0.7773159146308899
32,the West Bank,"Over the past week, nation after nation — though not the United States — spoke out against Israel's actions in the Gaza Strip and the West Bank.",Political,0.7773159146308899
